marker,allele_frequency
185,0.5684824902723735
186,0.4482490272373541
187,0.7793774319066148
188,0.5568093385214008
189,0.054863813229571984
190,0.4
191,0.39571984435797664
192,0.49766536964980546
193,0.8206225680933852
194,0.2704280155642023
195,0.7042801556420234
196,0.5132295719844358
197,0.5081712062256809
198,0.8031128404669261
199,0.18638132295719845
200,0.35097276264591437
201,0.23929961089494164
202,0.15330739299610896
203,0.8828793774319066
204,0.5859922178988327
205,0.38054474708171204
206,0.33501945525291826
207,0.8015564202334631
208,0.7926070038910505
209,0.7463035019455253
210,0.551750972762646
211,0.9319066147859922
212,0.18443579766536966
213,0.11050583657587548
214,0.030350194552529183
215,0.9252918287937744
216,0.25330739299610894
217,0.5249027237354086
218,0.8447470817120623
219,0.5217898832684825
220,0.30233463035019453
221,0.24319066147859922
222,0.07859922178988327
223,0.14357976653696497
224,0.8478599221789883
225,0.4614785992217899
226,0.9225680933852141
227,0.566147859922179
228,0.1743190661478599
229,0.4412451361867704
230,0.6653696498054474
231,0.809727626459144
232,0.4937743190661479
233,0.6171206225680934
234,0.30311284046692605
235,0.42140077821011673
236,0.13190661478599222
237,0.9412451361867704
238,0.054474708171206226
239,0.4536964980544747
240,0.37665369649805447
241,0.5229571984435798
242,0.7859922178988327
243,0.9046692607003891
244,0.5311284046692607
245,0.467704280155642
246,0.9303501945525292
247,0.6739299610894942
248,0.7400778210116732
249,0.233852140077821
250,0.7848249027237354
251,0.7840466926070039
252,0.9202334630350194
253,0.6167315175097277
254,0.6898832684824903
255,0.422568093385214
256,0.7058365758754864
257,0.023346303501945526
258,0.6821011673151751
259,0.11556420233463036
260,0.2396887159533074
261,0.9638132295719845
262,0.842023346303502
263,0.19688715953307392
264,0.24202334630350195
265,0.7832684824902724
266,0.5097276264591439
267,0.3743190661478599
268,0.7455252918287938
269,0.5097276264591439
270,0.5852140077821012
271,0.42023346303501946
272,0.778988326848249
273,0.42140077821011673
274,0.6486381322957199
275,0.17821011673151751
276,0.5400778210116731
277,0.7346303501945526
278,0.07042801556420233
279,0.488715953307393
280,0.5529182879377432
281,0.9066147859922179
282,0.9272373540856031
283,0.17976653696498054
284,0.8856031128404669
285,0.6824902723735409
286,0.5735408560311284
287,0.1961089494163424
288,0.42412451361867703
289,0.4696498054474708
290,0.6089494163424124
291,0.8575875486381322
292,0.4509727626459144
293,0.635408560311284
294,0.9579766536964981
295,0.7684824902723736
296,0.09066147859922179
297,0.7280155642023346
298,0.09610894941634242
299,0.9315175097276265
300,0.31361867704280155
301,0.8552529182879377
302,0.911284046692607
303,0.5381322957198443
304,0.041634241245136185
305,0.6389105058365758
306,0.3369649805447471
307,0.8961089494163424
308,0.9050583657587549
309,0.58715953307393
310,0.36770428015564205
311,0.5957198443579766
312,0.609727626459144
313,0.4727626459143969
314,0.8941634241245137
315,0.985603112840467
316,0.3708171206225681
317,0.9400778210116731
318,0.5937743190661479
319,0.724124513618677
320,0.4696498054474708
321,0.5996108949416342
322,0.824124513618677
323,0.5665369649805447
324,0.2178988326848249
325,0.6042801556420233
326,0.08949416342412451
327,0.3303501945525292
328,0.1793774319066148
329,0.5618677042801556
330,0.20505836575875486
331,0.622568093385214
332,0.7085603112840467
333,0.9291828793774319
334,0.7688715953307393
335,0.36070038910505836
336,0.4132295719844358
337,0.5408560311284046
338,0.7322957198443579
339,0.14280155642023346
340,0.9579766536964981
341,0.9066147859922179
342,0.2926070038910506
343,0.8163424124513619
344,0.12607003891050583
345,0.933852140077821
346,0.5867704280155642
347,0.04357976653696498
348,0.9521400778210116
349,0.47821011673151753
350,0.5762645914396887
351,0.3575875486381323
352,0.18249027237354085
353,0.5326848249027237
354,0.896887159533074
355,0.44591439688715956
356,0.42490272373540855
357,0.8400778210116732
358,0.7817120622568093
359,0.5614785992217899
360,0.48093385214007783
361,0.9365758754863813
362,0.5303501945525292
363,0.9019455252918288
364,0.22607003891050584
365,0.4019455252918288
366,0.7525291828793774
367,0.36964980544747084
368,0.6614785992217899
369,0.5373540856031128
370,0.7894941634241245
371,0.6046692607003891
372,0.5813229571984436
373,0.8105058365758755
374,0.5789883268482491
375,0.9439688715953307
376,0.554863813229572
377,0.9252918287937744
378,0.8132295719844358
379,0.6027237354085603
380,0.5805447470817121
381,0.49961089494163424
382,0.6653696498054474
383,0.8143968871595331
384,0.6968871595330739
385,0.3167315175097276
386,0.7505836575875486
387,0.11867704280155641
388,0.766147859922179
389,0.11673151750972763
390,0.47821011673151753
391,0.5007782101167315
392,0.5657587548638132
393,0.8731517509727627
394,0.43618677042801557
395,0.5891050583657588
396,0.08715953307392996
397,0.946692607003891
398,0.9824902723735408
399,0.07120622568093385
400,0.41361867704280153
401,0.11906614785992217
402,0.6077821011673151
403,0.17548638132295719
404,0.6599221789883268
405,0.28793774319066145
406,0.34202334630350195
407,0.2723735408560311
408,0.2377431906614786
409,0.23618677042801556
410,0.5381322957198443
411,0.22023346303501945
412,0.15797665369649805
413,0.4377431906614786
414,0.8124513618677043
415,0.9501945525291828
416,0.14474708171206227
417,0.9140077821011673
418,0.864591439688716
419,0.37392996108949417
420,0.9369649805447471
421,0.8140077821011673
422,0.8922178988326849
423,0.4046692607003891
424,0.4544747081712062
425,0.44007782101167314
426,0.32023346303501943
427,0.08638132295719844
428,0.18988326848249026
429,0.33852140077821014
430,0.3968871595330739
431,0.3346303501945525
432,0.7412451361867705
433,0.39027237354085603
434,0.7334630350194552
435,0.4011673151750973
436,0.6050583657587548
437,0.5439688715953307
438,0.5801556420233464
439,0.2377431906614786
440,0.808171206225681
441,0.9797665369649805
442,0.7249027237354085
443,0.9276264591439689
444,0.6190661478599222
445,0.4754863813229572
446,0.3700389105058366
447,0.9284046692607004
448,0.49961089494163424
449,0.45797665369649804
450,0.9513618677042801
451,0.7957198443579766
452,0.31828793774319064
453,0.22529182879377432
454,0.432295719844358
455,0.3809338521400778
456,0.9712062256809338
457,0.1642023346303502
458,0.35175097276264594
459,0.38832684824902725
460,0.9237354085603113
461,0.8439688715953307
462,0.18132295719844357
463,0.4143968871595331
464,0.9607003891050584
465,0.09533073929961089
466,0.345136186770428
467,0.6618677042801556
468,0.8844357976653696
469,0.23929961089494164
470,0.7260700389105058
471,0.9727626459143969
472,0.40700389105058365
473,0.5832684824902724
474,0.6941634241245136
475,0.6988326848249027
476,0.3186770428015564
477,0.5727626459143969
478,0.21634241245136188
479,0.545136186770428
480,0.6964980544747081
481,0.775875486381323
482,0.8739299610894942
483,0.3443579766536965
484,0.5303501945525292
485,0.0867704280155642
486,0.2536964980544747
487,0.20389105058365758
488,0.8249027237354085
489,0.943579766536965
490,0.46108949416342415
491,0.49766536964980546
492,0.824124513618677
493,0.26731517509727626
494,0.6782101167315175
495,0.5400778210116731
496,0.09727626459143969
497,0.6704280155642023
498,0.3424124513618677
499,0.3630350194552529
500,0.4377431906614786
501,0.5836575875486382
502,0.6750972762645915
503,0.946692607003891
504,0.6486381322957199
505,0.7459143968871595
506,0.42412451361867703
507,0.1583657587548638
508,0.4038910505836576
509,0.47587548638132293
510,0.9280155642023347
511,0.15408560311284047
512,0.91284046692607
513,0.29221789883268484
514,0.43929961089494163
515,0.2669260700389105
516,0.44863813229571986
517,0.6587548638132296
518,0.6439688715953308
519,0.9459143968871595
520,0.7536964980544747
521,0.9272373540856031
522,0.7957198443579766
523,0.5774319066147859
524,0.7245136186770428
525,0.2898832684824903
526,0.42840466926070037
527,0.4280155642023346
528,0.43346303501945527
529,0.6883268482490272
530,0.5097276264591439
531,0.9027237354085603
532,0.6291828793774319
533,0.7155642023346304
534,0.6525291828793774
535,0.6583657587548638
536,0.10311284046692606
537,0.7700389105058366
538,0.4785992217898833
539,0.7299610894941634
540,0.4151750972762646
541,0.9618677042801557
542,0.9151750972762646
543,0.5365758754863813
544,0.7630350194552529
545,0.8665369649805448
546,0.8474708171206226
547,0.8108949416342413
548,0.9490272373540856
549,0.7326848249027237
550,0.34280155642023347
551,0.7280155642023346
552,0.7626459143968871
553,0.4365758754863813
554,0.9252918287937744
555,0.3692607003891051
556,0.49221789883268485
557,0.8342412451361868
558,0.47587548638132293
559,0.7533073929961089
560,0.41245136186770426
561,0.11089494163424124
562,0.13073929961089495
563,0.22762645914396887
564,0.824124513618677
565,0.9490272373540856
566,0.35719844357976654
567,0.5813229571984436
568,0.23618677042801556
569,0.24280155642023346
570,0.09221789883268483
571,0.7400778210116732
572,0.6276264591439689
573,0.9031128404669261
574,0.7346303501945526
575,0.6105058365758755
576,0.2875486381322957
577,0.9280155642023347
578,0.8700389105058366
579,0.8859922178988326
580,0.6525291828793774
581,0.3933852140077821
582,0.1330739299610895
583,0.46303501945525294
584,0.6466926070038911
585,0.8879377431906614
586,0.8556420233463035
587,0.3346303501945525
588,0.6136186770428016
589,0.6319066147859922
590,0.42996108949416345
591,0.709727626459144
592,0.535408560311284
593,0.6793774319066148
594,0.6556420233463035
595,0.1859922178988327
596,0.5879377431906615
597,0.42684824902723734
598,0.6428015564202335
599,0.35252918287937746
600,0.7879377431906615
601,0.7035019455252919
602,0.9817120622568093
603,0.7315175097276264
604,0.4953307392996109
605,0.2607003891050584
606,0.4642023346303502
607,0.8809338521400778
608,0.30311284046692605
609,0.18093385214007782
610,0.2077821011673152
611,0.5245136186770428
612,0.8023346303501946
613,0.6750972762645915
614,0.34474708171206225
615,0.17587548638132297
616,0.7404669260700389
617,0.8459143968871595
618,0.4342412451361868
619,0.13424124513618677
620,0.1482490272373541
621,0.44007782101167314
622,0.9357976653696498
623,0.946692607003891
624,0.4945525291828794
625,0.36964980544747084
626,0.17315175097276264
627,0.18093385214007782
628,0.4793774319066148
629,0.7871595330739299
630,0.11828793774319066
631,0.824124513618677
632,0.5334630350194552
633,0.8011673151750973
634,0.6357976653696498
635,0.8070038910505837
636,0.40972762645914396
637,0.8023346303501946
638,0.5494163424124514
639,0.9731517509727626
640,0.47587548638132293
641,0.5708171206225681
642,0.8182879377431906
643,0.41361867704280153
644,0.4085603112840467
645,0.9770428015564202
646,0.4198443579766537
647,0.567704280155642
648,0.4992217898832685
649,0.07392996108949416
650,0.38638132295719846
651,0.7863813229571984
652,0.31634241245136185
653,0.9377431906614786
654,0.06809338521400778
655,0.22412451361867705
656,0.07276264591439689
657,0.9066147859922179
658,0.9007782101167315
659,0.3953307392996109
660,0.277431906614786
661,0.275875486381323
662,0.590272373540856
663,0.7894941634241245
664,0.8941634241245137
665,0.7330739299610894
666,0.5186770428015565
667,0.4494163424124514
668,0.5953307392996109
669,0.7513618677042802
670,0.5050583657587548
671,0.7813229571984436
672,0.9424124513618677
673,0.754863813229572
674,0.4245136186770428
675,0.5509727626459144
676,0.03852140077821012
677,0.5319066147859922
678,0.4801556420233463
679,0.5046692607003891
680,0.8214007782101167
681,0.624124513618677
682,0.36964980544747084
683,0.14474708171206227
684,0.9389105058365759
685,0.10972762645914397
686,0.7696498054474709
687,0.8906614785992218
688,0.6731517509727627
689,0.5447470817120622
690,0.06770428015564202
691,0.8727626459143969
692,0.20155642023346304
693,0.8210116731517509
694,0.06381322957198443
695,0.4972762645914397
696,0.44007782101167314
697,0.7280155642023346
698,0.19299610894941635
699,0.7801556420233463
700,0.9431906614785992
701,0.8400778210116732
702,0.08754863813229571
703,0.6490272373540856
704,0.32412451361867706
705,0.15797665369649805
706,0.40233463035019457
707,0.7073929961089495
708,0.10778210116731518
709,0.545136186770428
710,0.7914396887159533
711,0.8828793774319066
712,0.17665369649805449
713,0.5054474708171206
714,0.6945525291828794
715,0.7552529182879377
716,0.9085603112840467
717,0.3311284046692607
718,0.3303501945525292
719,0.7466926070038911
720,0.7443579766536965
721,0.8743190661478599
722,0.09571984435797666
723,0.5957198443579766
724,0.6766536964980545
725,0.6501945525291829
726,0.6404669260700389
727,0.4754863813229572
728,0.9747081712062257
729,0.3416342412451362
730,0.8280155642023346
731,0.5568093385214008
732,0.9108949416342412
733,0.9229571984435798
734,0.8463035019455253
735,0.24280155642023346
736,0.3369649805447471
737,0.47821011673151753
738,0.670817120622568
739,0.7610894941634241
740,0.4536964980544747
741,0.35914396887159533
742,0.7116731517509728
743,0.9852140077821012
744,0.9416342412451362
745,0.17587548638132297
746,0.6428015564202335
747,0.5311284046692607
748,0.9365758754863813
749,0.35914396887159533
750,0.6910505836575875
751,0.3186770428015564
752,0.22568093385214008
753,0.8295719844357977
754,0.6883268482490272
755,0.9859922178988327
756,0.8719844357976654
757,0.7128404669260701
758,0.5529182879377432
759,0.3898832684824903
760,0.5027237354085603
761,0.4894941634241245
762,0.7252918287937743
763,0.27003891050583656
764,0.2552529182879377
765,0.5513618677042802
766,0.9159533073929961
767,0.3649805447470817
768,0.23424124513618677
769,0.15214007782101166
770,0.6813229571984436
771,0.3276264591439689
772,0.6233463035019455
773,0.2898832684824903
774,0.2272373540856031
775,0.4599221789883268
776,0.7093385214007782
777,0.4556420233463035
778,0.8568093385214007
779,0.5443579766536965
780,0.6560311284046693
781,0.6883268482490272
782,0.3817120622568093
783,0.777431906614786
784,0.7455252918287938
785,0.2424124513618677
786,0.4575875486381323
787,0.11867704280155641
788,0.7513618677042802
789,0.05680933852140078
790,0.3303501945525292
791,0.5836575875486382
792,0.7505836575875486
793,0.8233463035019455
794,0.38210116731517507
795,0.9424124513618677
796,0.24591439688715952
797,0.6898832684824903
798,0.36342412451361866
799,0.3638132295719844
800,0.6233463035019455
801,0.2443579766536965
802,0.27276264591439686
803,0.6813229571984436
804,0.8447470817120623
805,0.35525291828793776
806,0.8859922178988326
807,0.32023346303501943
808,0.42412451361867703
809,0.1357976653696498
810,0.6844357976653697
811,0.2140077821011673
812,0.7494163424124514
813,0.9295719844357977
814,0.35914396887159533
815,0.36070038910505836
816,0.31984435797665367
817,0.3042801556420233
818,0.9023346303501946
819,0.3735408560311284
820,0.4634241245136187
821,0.6490272373540856
822,0.7976653696498055
823,0.9529182879377431
824,0.566147859922179
825,0.30311284046692605
826,0.14785992217898833
827,0.15525291828793775
828,0.7684824902723736
829,0.26381322957198444
830,0.42762645914396885
831,0.7653696498054474
832,0.3256809338521401
833,0.6750972762645915
834,0.7470817120622568
835,0.8941634241245137
836,0.6626459143968871
837,0.7536964980544747
838,0.38754863813229573
839,0.6404669260700389
840,0.2151750972762646
841,0.28326848249027237
842,0.5933852140077821
843,0.4046692607003891
844,0.46926070038910506
845,0.4365758754863813
846,0.48093385214007783
847,0.18560311284046693
848,0.7680933852140078
849,0.8824902723735408
850,0.14396887159533073
851,0.8704280155642024
852,0.6529182879377432
853,0.9455252918287937
854,0.880544747081712
855,0.20739299610894943
856,0.5622568093385214
857,0.5626459143968872
858,0.5957198443579766
859,0.033073929961089495
860,0.8840466926070039
861,0.309727626459144
862,0.45525291828793774
863,0.7284046692607004
864,0.26381322957198444
865,0.32879377431906615
866,0.8766536964980545
867,0.5630350194552529
868,0.8011673151750973
869,0.8735408560311284
870,0.10311284046692606
871,0.3933852140077821
872,0.6552529182879377
873,0.7455252918287938
874,0.9583657587548639
875,0.5712062256809338
876,0.33929961089494165
877,0.5828793774319067
878,0.12101167315175097
879,0.6276264591439689
880,0.6649805447470817
881,0.6657587548638132
882,0.6159533073929961
883,0.5241245136186771
884,0.5583657587548638
885,0.703112840466926
886,0.5727626459143969
887,0.7202334630350194
888,0.2490272373540856
889,0.18326848249027236
890,0.5435797665369649
891,0.4132295719844358
892,0.17665369649805449
893,0.4431906614785992
894,0.5859922178988327
895,0.046303501945525294
896,0.5455252918287937
897,0.36770428015564205
898,0.7175097276264591
899,0.4614785992217899
900,0.3443579766536965
901,0.7626459143968871
902,0.3186770428015564
903,0.8953307392996109
904,0.3229571984435798
905,0.24202334630350195
906,0.309727626459144
907,0.16381322957198444
908,0.16342412451361868
909,0.3980544747081712
910,0.4287937743190661
911,0.5910505836575876
912,0.2642023346303502
913,0.3085603112840467
914,0.3007782101167315
915,0.6280155642023346
916,0.8357976653696498
917,0.23073929961089495
918,0.2828793774319066
919,0.6377431906614786
920,0.5805447470817121
921,0.32412451361867706
922,0.24980544747081712
923,0.8782101167315175
924,0.44708171206225683
925,0.656420233463035
926,0.8031128404669261
927,0.6898832684824903
928,0.6412451361867705
929,0.6922178988326848
930,0.6159533073929961
931,0.25758754863813227
932,0.11595330739299611
933,0.24280155642023346
934,0.4583657587548638
935,0.38443579766536967
936,0.2330739299610895
937,0.49221789883268485
938,0.31984435797665367
939,0.832295719844358
940,0.4754863813229572
941,0.5280155642023346
942,0.3976653696498054
943,0.9552529182879378
944,0.7330739299610894
945,0.6252918287937743
946,0.18715953307392996
947,0.6525291828793774
948,0.2357976653696498
949,0.6568093385214008
950,0.5385214007782101
951,0.5945525291828794
952,0.5875486381322957
953,0.21011673151750973
954,0.23073929961089495
955,0.4190661478599222
956,0.16264591439688716
957,0.5770428015564202
958,0.06147859922178988
959,0.07665369649805448
960,0.3642023346303502
961,0.6556420233463035
962,0.20622568093385213
963,0.4132295719844358
964,0.20311284046692607
965,0.9494163424124513
966,0.645136186770428
967,0.7731517509727627
968,0.7747081712062257
969,0.9766536964980544
970,0.766147859922179
971,0.2696498054474708
972,0.22490272373540857
973,0.21361867704280155
974,0.8050583657587549
975,0.8817120622568093
976,0.16575875486381322
977,0.6859922178988327
978,0.445136186770428
979,0.3688715953307393
980,0.8840466926070039
981,0.911284046692607
982,0.343579766536965
983,0.988715953307393
984,0.622568093385214
985,0.12295719844357976
986,0.38754863813229573
987,0.5513618677042802
988,0.7019455252918287
989,0.8334630350194553
990,0.16381322957198444
991,0.5618677042801556
992,0.35525291828793776
993,0.966147859922179
994,0.2708171206225681
995,0.8186770428015564
996,0.9365758754863813
997,0.6459143968871596
998,0.569260700389105
999,0.22568093385214008
1000,0.9758754863813229
1001,0.9785992217898832
1002,0.8412451361867704
1003,0.33346303501945523
1004,0.3680933852140078
1005,0.2972762645914397
1006,0.6404669260700389
1007,0.7544747081712062
1008,0.6906614785992218
1009,0.7852140077821012
1010,0.822568093385214
1011,0.5848249027237354
1012,0.35525291828793776
1013,0.7782101167315175
1014,0.48249027237354086
1015,0.5221789883268483
1016,0.4151750972762646
1017,0.04669260700389105
1018,0.6544747081712062
1019,0.6424124513618678
1020,0.7350194552529183
1021,0.8536964980544747
1022,0.17470817120622567
1023,0.03151750972762646
1024,0.8521400778210116
1025,0.40505836575875487
1026,0.25486381322957197
1027,0.5789883268482491
1028,0.6019455252918288
1029,0.6007782101167315
1030,0.27976653696498055
1031,0.6852140077821012
1032,0.4011673151750973
1033,0.6723735408560312
1034,0.3665369649805447
1035,0.6342412451361867
1036,0.5385214007782101
1037,0.477431906614786
1038,0.5214007782101168
1039,0.2630350194552529
1040,0.5922178988326848
1041,0.7260700389105058
1042,0.16031128404669262
1043,0.8883268482490272
1044,0.4163424124513619
1045,0.3879377431906615
1046,0.5416342412451361
1047,0.05992217898832685
1048,0.5813229571984436
1049,0.9404669260700389
1050,0.40428015564202335
1051,0.5525291828793775
1052,0.14085603112840467
1053,0.5167315175097277
1054,0.4801556420233463
1055,0.5108949416342412
1056,0.04474708171206226
1057,0.24046692607003892
1058,0.07081712062256809
1059,0.4583657587548638
1060,0.7155642023346304
1061,0.322568093385214
1062,0.29377431906614787
1063,0.43540856031128405
1064,0.5159533073929962
1065,0.8653696498054475
1066,0.9042801556420234
1067,0.4521400778210117
1068,0.7042801556420234
1069,0.16926070038910507
1070,0.3027237354085603
1071,0.9116731517509727
1072,0.44785992217898835
1073,0.43268482490272375
1074,0.14202334630350194
1075,0.7669260700389106
1076,0.25758754863813227
1077,0.6105058365758755
1078,0.6824902723735409
1079,0.3859922178988327
1080,0.6626459143968871
1081,0.8941634241245137
1082,0.5369649805447471
1083,0.4992217898832685
1084,0.5929961089494163
1085,0.5151750972762645
1086,0.8054474708171206
1087,0.43735408560311284
1088,0.3867704280155642
1089,0.3649805447470817
1090,0.43346303501945527
1091,0.3976653696498054
1092,0.824124513618677
1093,0.811284046692607
1094,0.7933852140077821
1095,0.7342412451361867
1096,0.5105058365758754
1097,0.1933852140077821
1098,0.9478599221789883
1099,0.154863813229572
1100,0.21011673151750973
1101,0.7132295719844358
1102,0.1961089494163424
1103,0.778988326848249
1104,0.8428015564202335
1105,0.4556420233463035
1106,0.653307392996109
1107,0.3276264591439689
1108,0.7910505836575875
1109,0.8867704280155642
1110,0.4875486381322957
1111,0.27509727626459146
1112,0.7669260700389106
1113,0.2766536964980545
1114,0.24747081712062258
1115,0.7365758754863814
1116,0.7949416342412451
1117,0.10622568093385214
1118,0.7719844357976654
1119,0.42412451361867703
1120,0.45330739299610895
1121,0.7357976653696499
1122,0.4801556420233463
1123,0.3299610894941634
1124,0.08015564202334631
1125,0.41284046692607
1126,0.5992217898832685
1127,0.7614785992217898
1128,0.22412451361867705
1129,0.8482490272373541
1130,0.6486381322957199
1131,0.943579766536965
1132,0.6416342412451362
1133,0.5035019455252918
1134,0.5614785992217899
1135,0.7373540856031129
1136,0.2622568093385214
1137,0.08521400778210117
1138,0.7840466926070039
1139,0.4828793774319066
1140,0.9824902723735408
1141,0.11400778210116731
1142,0.44708171206225683
1143,0.7101167315175098
1144,0.4003891050583658
1145,0.36264591439688715
1146,0.6568093385214008
1147,0.5509727626459144
1148,0.2754863813229572
1149,0.9206225680933852
1150,0.44785992217898835
1151,0.5256809338521401
1152,0.5735408560311284
1153,0.6875486381322957
1154,0.8918287937743191
1155,0.14980544747081712
1156,0.45058365758754865
1157,0.6867704280155642
1158,0.4357976653696498
1159,0.742023346303502
1160,0.7299610894941634
1161,0.7832684824902724
1162,0.9027237354085603
1163,0.654863813229572
1164,0.3603112840466926
1165,0.7073929961089495
1166,0.6167315175097277
1167,0.7136186770428016
1168,0.4735408560311284
1169,0.1575875486381323
1170,0.8498054474708171
1171,0.7182879377431907
1172,0.5949416342412451
1173,0.9595330739299611
1174,0.8754863813229572
1175,0.8023346303501946
1176,0.31361867704280155
1177,0.4801556420233463
1178,0.41945525291828795
1179,0.2482490272373541
1180,0.3817120622568093
1181,0.8712062256809339
1182,0.5003891050583658
1183,0.6058365758754863
1184,0.3898832684824903
1185,0.077431906614786
1186,0.9151750972762646
1187,0.6642023346303502
1188,0.7801556420233463
1189,0.07898832684824902
1190,0.12412451361867705
1191,0.3898832684824903
1192,0.7575875486381323
1193,0.2019455252918288
1194,0.7821011673151751
1195,0.6299610894941634
1196,0.8684824902723736
1197,0.5618677042801556
1198,0.08093385214007782
1199,0.13463035019455252
1200,0.17587548638132297
1201,0.33424124513618675
1202,0.7206225680933852
1203,0.8793774319066148
1204,0.4291828793774319
1205,0.43891050583657587
1206,0.9828793774319066
1207,0.532295719844358
1208,0.7638132295719844
1209,0.8544747081712062
1210,0.9194552529182879
1211,0.8607003891050584
1212,0.7151750972762646
1213,0.9190661478599221
1214,0.8392996108949417
1215,0.6307392996108949
1216,0.7731517509727627
1217,0.8937743190661479
1218,0.5003891050583658
1219,0.7361867704280156
1220,0.2
1221,0.5151750972762645
1222,0.3276264591439689
1223,0.37976653696498053
1224,0.3894941634241245
1225,0.5501945525291829
1226,0.388715953307393
1227,0.6575875486381323
1228,0.5988326848249027
1229,0.5836575875486382
1230,0.2019455252918288
1231,0.3961089494163424
1232,0.1933852140077821
1233,0.843579766536965
1234,0.6330739299610895
1235,0.8101167315175097
1236,0.6824902723735409
1237,0.2525291828793774
1238,0.22879377431906614
1239,0.38482490272373543
1240,0.7536964980544747
1241,0.18754863813229572
1242,0.11167315175097277
1243,0.23657587548638132
1244,0.9373540856031128
1245,0.7463035019455253
1246,0.5385214007782101
1247,0.6326848249027237
1248,0.3070038910505837
1249,0.8354085603112841
1250,0.6653696498054474
1251,0.8136186770428016
1252,0.3066147859922179
1253,0.5315175097276265
1254,0.18132295719844357
1255,0.9319066147859922
1256,0.3035019455252918
